scope,house_a,house_b,origin_a,origin_b,both_emigre,same_origin_group,weight,shared_days
all_crises,Comptoir National d'Escompte de Paris,Parr's Bank,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.4544466295731929,19
all_crises,Comptoir National d'Escompte de Paris,"Reeves, Whitburn & Co",Foreign bank (1914 wartime),British: private / merchant (native),False,False,0.3045547950507524,8
all_crises,Comptoir National d'Escompte de Paris,Royal Bank of Scotland,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.3830654388414369,9
all_crises,Comptoir National d'Escompte de Paris,"Daniell, Cazenove & Co",Foreign bank (1914 wartime),British: private / merchant (native),False,False,0.401286176952564,10
all_crises,Comptoir National d'Escompte de Paris,Lloyds Bank,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.4170288281141495,14
all_crises,Comptoir National d'Escompte de Paris,London & South Western Bank,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.30434782608695654,7
all_crises,Comptoir National d'Escompte de Paris,London Joint Stock Bank,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.36401260415463205,8
all_crises,Comptoir National d'Escompte de Paris,Union of London & Smiths Bank,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.4031569851219004,20
all_crises,Credito Italiano,Gillett Brothers,Foreign bank (1914 wartime),British: discount house,False,False,0.31622776601683794,4
all_crises,Credito Italiano,International Banking Corporation,Foreign bank (1914 wartime),Emigre: American,False,False,0.3,3
all_crises,Credito Italiano,National Bank of India,Foreign bank (1914 wartime),Colonial / Imperial bank,False,False,0.31622776601683794,5
all_crises,Credito Italiano,Union Discount Co. of London,Foreign bank (1914 wartime),British: discount house,False,False,0.4159001959280291,8
all_crises,Credito Italiano,J. Henry Schröder & Co,Foreign bank (1914 wartime),Emigre: German & Central European,False,False,0.30678599553894814,4
all_crises,Credito Italiano,London Hanseatic Bank,Foreign bank (1914 wartime),Foreign bank (1914 wartime),False,True,0.35856858280031806,3
all_crises,Cunliffe Brothers,National Discount Co.,British: private / merchant (native),British: discount house,False,False,0.3659942110514743,19
all_crises,Cunliffe Brothers,"Overend, Gurney & Co",British: private / merchant (native),British: discount house,False,False,0.30818249807428916,11
all_crises,Cunliffe Brothers,King & Foa,British: private / merchant (native),Emigre: Greek & Levantine,False,False,0.3086066999241838,14
all_crises,Cunliffe Brothers,"Smith, St Aubyn & Co",British: private / merchant (native),British: discount house,False,False,0.31849737240751647,13
all_crises,Cunliffe Brothers,Gillett Brothers,British: private / merchant (native),British: discount house,False,False,0.39285714285714285,11
all_crises,Cunliffe Brothers,London Hanseatic Bank,British: private / merchant (native),Foreign bank (1914 wartime),False,False,0.3239695482936233,6
all_crises,Cunliffe Brothers,Union Discount Co. of London,British: private / merchant (native),British: discount house,False,False,0.30531240499566353,13
all_crises,Dadabhai Naoroji & Co,Framjee & Co,Emigre: Indian / Parsi,Emigre: Indian / Parsi,True,True,0.3227486121839514,5
all_crises,"Daniell, Cazenove & Co",Gillett Brothers,British: private / merchant (native),British: discount house,False,False,0.3367876570272817,7
all_crises,"Daniell, Cazenove & Co",Hongkong & Shanghai Banking Corp.,British: private / merchant (native),Colonial / Imperial bank,False,False,0.4330127018922193,9
all_crises,"Daniell, Cazenove & Co",International Banking Corporation,British: private / merchant (native),Emigre: American,False,False,0.3042903097250923,5
all_crises,"Daniell, Cazenove & Co",King & Foa,British: private / merchant (native),Emigre: Greek & Levantine,False,False,0.5345224838248488,18
all_crises,"Daniell, Cazenove & Co",Mercantile Bank of India,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3975231959999626,8
all_crises,"Daniell, Cazenove & Co",National Bank of India,British: private / merchant (native),Colonial / Imperial bank,False,False,0.4618802153517006,12
all_crises,"Daniell, Cazenove & Co","Reeves, Whitburn & Co",British: private / merchant (native),British: private / merchant (native),False,True,0.49190985824841454,14
all_crises,"Daniell, Cazenove & Co",Ryder & Co,British: private / merchant (native),British: discount house,False,False,0.4472135954999579,9
all_crises,"Daniell, Cazenove & Co","Smith, St Aubyn & Co",British: private / merchant (native),British: discount house,False,False,0.5610836076867821,17
all_crises,"Daniell, Cazenove & Co",London Hanseatic Bank,British: private / merchant (native),Foreign bank (1914 wartime),False,False,0.363696483726654,5
all_crises,"Daniell, Cazenove & Co",National Discount Co.,British: private / merchant (native),British: discount house,False,False,0.3113995776646092,12
all_crises,"Daniell, Cazenove & Co",Union Discount Co. of London,British: private / merchant (native),British: discount house,False,False,0.5378561975930828,17
all_crises,"Daniell, Cazenove & Co",London County & Westminster Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.49181689597634787,23
all_crises,"Daniell, Cazenove & Co",Parr's Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4856618642571827,22
all_crises,"Daniell, Cazenove & Co","Glyn, Mills, Currie & Co",British: private / merchant (native),British: private / merchant (native),False,True,0.48089047182263056,16
all_crises,"Daniell, Cazenove & Co",London & Brazilian Bank,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3207501495497921,5
all_crises,"Daniell, Cazenove & Co",London & River Plate Bank,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3736323588785367,7
all_crises,"Daniell, Cazenove & Co",Union of London & Smiths Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4279116053425598,23
all_crises,"Daniell, Cazenove & Co",National Provincial Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4714045207910317,12
all_crises,"Daniell, Cazenove & Co",Lloyds Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.41239304942116123,15
all_crises,"Daniell, Cazenove & Co",London & South Western Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.36115755925730764,9
all_crises,"Daniell, Cazenove & Co",London Joint Stock Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.46195657812238883,11
all_crises,"Daniell, Cazenove & Co",National Bank of Scotland,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.3359684204526464,8
all_crises,"Daniell, Cazenove & Co",Standard Bank of South Africa,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3333333333333333,6
all_crises,Deutsche Bank (London),Royal Bank of Scotland,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.3535533905932738,3
all_crises,Deutsche Bank (London),Union Bank of Scotland,Foreign bank (1914 wartime),British: clearing / joint-stock bank,False,False,0.5222329678670935,3
all_crises,Eastern Bank,Hongkong & Shanghai Banking Corp.,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.47970161180012344,9
all_crises,Eastern Bank,Mercantile Bank of India,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.4954336943068623,9
all_crises,Eastern Bank,Gillett Brothers,Colonial / Imperial bank,British: discount house,False,False,0.42640143271122083,8
all_crises,Eastern Bank,King & Foa,Colonial / Imperial bank,Emigre: Greek & Levantine,False,False,0.36187343222787294,11
all_crises,Eastern Bank,National Bank of India,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.38376128944009874,9
all_crises,Eastern Bank,"Reeves, Whitburn & Co",Colonial / Imperial bank,British: private / merchant (native),False,False,0.35032452487268534,9
all_crises,Eastern Bank,"Smith, St Aubyn & Co",Colonial / Imperial bank,British: discount house,False,False,0.36563621206356534,10
all_crises,Eastern Bank,Union Discount Co. of London,Colonial / Imperial bank,British: discount house,False,False,0.31544983675475174,9
all_crises,Eastern Bank,"Glyn, Mills, Currie & Co",Colonial / Imperial bank,British: private / merchant (native),False,False,0.33296357910601343,10
all_crises,Frederick Huth & Co,Parr's Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.3348554112644579,14
all_crises,Frederick Huth & Co,Union of London & Smiths Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.3023677388414253,15
all_crises,"Frith, Sands & Co",Ralli Brothers,British: discount house,Emigre: Greek & Levantine,False,False,0.33681299692123706,20
all_crises,Frühling & Goschen,Parr's Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.3065696697424829,10
all_crises,Frühling & Goschen,"Reeves, Whitburn & Co",Emigre: German & Central European,British: private / merchant (native),False,False,0.34156502553198664,7
all_crises,Frühling & Goschen,Union Discount Co. of London,Emigre: German & Central European,British: discount house,False,False,0.30756234261462273,7
all_crises,Frühling & Goschen,Yokohama Specie Bank,Emigre: German & Central European,Foreign bank (1914 wartime),False,False,0.35856858280031806,3
all_crises,Frühling & Goschen,König Brothers,Emigre: German & Central European,Emigre: German & Central European,True,True,0.3086066999241838,2
all_crises,Frühling & Goschen,Royal Bank of Scotland,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.3818813079129867,7
all_crises,George Peabody & Co,Kraeutler & Mieville,Emigre: American,Emigre: German & Central European,True,False,0.40032038451271784,5
all_crises,George Peabody & Co,"R. Heine, Semon & Co",Emigre: American,Emigre: German & Central European,True,False,0.43082021842766455,7
all_crises,Gillett Brothers,Hongkong & Shanghai Banking Corp.,British: discount house,Colonial / Imperial bank,False,False,0.375,6
all_crises,Gillett Brothers,King & Foa,British: discount house,Emigre: Greek & Levantine,False,False,0.38575837490522974,10
all_crises,Gillett Brothers,Mercantile Bank of India,British: discount house,Colonial / Imperial bank,False,False,0.45184805705753195,7
all_crises,Gillett Brothers,National Bank of India,British: discount house,Colonial / Imperial bank,False,False,0.35,7
all_crises,Gillett Brothers,"Reeves, Whitburn & Co",British: discount house,British: private / merchant (native),False,False,0.5020790110464023,11
all_crises,Gillett Brothers,Ryder & Co,British: discount house,British: discount house,False,True,0.3227486121839514,5
all_crises,Gillett Brothers,"Smith, St Aubyn & Co",British: discount house,British: discount house,False,True,0.34299717028501764,8
all_crises,Gillett Brothers,London Hanseatic Bank,British: discount house,Foreign bank (1914 wartime),False,False,0.472455591261534,5
all_crises,Gillett Brothers,Union Discount Co. of London,British: discount house,British: discount house,False,True,0.3698977214370539,9
all_crises,Gillett Brothers,White & Shaxson,British: discount house,British: discount house,False,True,0.33541019662496846,6
all_crises,Gillett Brothers,Imperial Ottoman Bank,British: discount house,Foreign bank (1914 wartime),False,False,0.30151134457776363,4
all_crises,Gillett Brothers,Yokohama Specie Bank,British: discount house,Foreign bank (1914 wartime),False,False,0.33541019662496846,3
all_crises,Gillett Brothers,National Provincial Bank,British: discount house,British: clearing / joint-stock bank,False,False,0.3061862178478973,6
all_crises,Gillett Brothers,London & Brazilian Bank,British: discount house,Colonial / Imperial bank,False,False,0.3333333333333333,4
all_crises,"Glyn, Mills, Currie & Co",National Discount Co.,British: private / merchant (native),British: discount house,False,False,0.3579939178712621,17
all_crises,"Glyn, Mills, Currie & Co",London County & Westminster Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4858739258756633,28
all_crises,"Glyn, Mills, Currie & Co",National Bank of India,British: private / merchant (native),Colonial / Imperial bank,False,False,0.4060517809103758,13
all_crises,"Glyn, Mills, Currie & Co","Smith, St Aubyn & Co",British: private / merchant (native),British: discount house,False,False,0.3481865296036271,13
all_crises,"Glyn, Mills, Currie & Co",Union Discount Co. of London,British: private / merchant (native),British: discount house,False,False,0.4621465493667871,18
all_crises,"Glyn, Mills, Currie & Co",Union of London & Smiths Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.5435239472972802,36
all_crises,"Glyn, Mills, Currie & Co",King & Foa,British: private / merchant (native),Emigre: Greek & Levantine,False,False,0.5060608273474739,21
all_crises,"Glyn, Mills, Currie & Co",Mercantile Bank of India,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3629150273454803,9
all_crises,"Glyn, Mills, Currie & Co",London & Brazilian Bank,British: private / merchant (native),Colonial / Imperial bank,False,False,0.3644054444067475,7
all_crises,"Glyn, Mills, Currie & Co",London & River Plate Bank,British: private / merchant (native),Colonial / Imperial bank,False,False,0.43314808182420994,10
all_crises,"Glyn, Mills, Currie & Co",Parr's Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.5195164138275135,29
all_crises,"Glyn, Mills, Currie & Co","Reeves, Whitburn & Co",British: private / merchant (native),British: private / merchant (native),False,True,0.34215956910732065,12
all_crises,"Glyn, Mills, Currie & Co",National Provincial Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4781825347975037,15
all_crises,"Glyn, Mills, Currie & Co",Lloyds Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.4685212856658182,21
all_crises,"Glyn, Mills, Currie & Co",London Joint Stock Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.40895890595459816,12
all_crises,"Glyn, Mills, Currie & Co",National Bank of Scotland,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.3407990882954985,10
all_crises,"Glyn, Mills, Currie & Co",White & Shaxson,British: private / merchant (native),British: discount house,False,False,0.384136662673268,11
all_crises,"Glyn, Mills, Currie & Co",London & South Western Bank,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.42333824586679347,13
all_crises,"Glyn, Mills, Currie & Co",Royal Bank of Scotland,British: private / merchant (native),British: clearing / joint-stock bank,False,False,0.35066719218483605,11
all_crises,"Glyn, Mills, Currie & Co",Standard Bank of South Africa,British: private / merchant (native),Colonial / Imperial bank,False,False,0.49591829906708773,11
all_crises,"Glyn, Mills, Currie & Co",Lütgens & Ripley,British: private / merchant (native),Emigre: German & Central European,False,False,0.375652742008357,9
all_crises,Guaranty Trust Co of New York,Hongkong & Shanghai Banking Corp.,Emigre: American,Colonial / Imperial bank,False,False,0.33541019662496846,3
all_crises,Haarbleicher & Schumann,Imperial Ottoman Bank,Emigre: German & Central European,Foreign bank (1914 wartime),False,False,0.39167472590032015,9
all_crises,Haarbleicher & Schumann,"Reeves, Whitburn & Co",Emigre: German & Central European,British: private / merchant (native),False,False,0.3425800798515744,13
all_crises,Haarbleicher & Schumann,"Smith, St Aubyn & Co",Emigre: German & Central European,British: discount house,False,False,0.39605901719066977,16
all_crises,Haarbleicher & Schumann,Ryder & Co,Emigre: German & Central European,British: discount house,False,False,0.33541019662496846,9
all_crises,Haarbleicher & Schumann,Union Discount Co. of London,Emigre: German & Central European,British: discount house,False,False,0.33220529851337466,14
all_crises,Hongkong & Shanghai Banking Corp.,International Banking Corporation,Colonial / Imperial bank,Emigre: American,False,False,0.31622776601683794,4
all_crises,Hongkong & Shanghai Banking Corp.,Mercantile Bank of India,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.45184805705753195,7
all_crises,Hongkong & Shanghai Banking Corp.,Ryder & Co,Colonial / Imperial bank,British: discount house,False,False,0.45184805705753195,7
all_crises,Hongkong & Shanghai Banking Corp.,King & Foa,Colonial / Imperial bank,Emigre: Greek & Levantine,False,False,0.3086066999241838,8
all_crises,Hongkong & Shanghai Banking Corp.,"Reeves, Whitburn & Co",Colonial / Imperial bank,British: private / merchant (native),False,False,0.45643546458763845,10
all_crises,Hongkong & Shanghai Banking Corp.,"Smith, St Aubyn & Co",Colonial / Imperial bank,British: discount house,False,False,0.38587181657064484,9
all_crises,Hongkong & Shanghai Banking Corp.,London County & Westminster Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.3055555555555556,11
all_crises,Imperial Ottoman Bank,"Reeves, Whitburn & Co",Foreign bank (1914 wartime),British: private / merchant (native),False,False,0.4403855060505443,8
all_crises,Imperial Ottoman Bank,Ryder & Co,Foreign bank (1914 wartime),British: discount house,False,False,0.3113995776646092,4
all_crises,Imperial Ottoman Bank,"Smith, St Aubyn & Co",Foreign bank (1914 wartime),British: discount house,False,False,0.4136701519960153,8
all_crises,Imperial Ottoman Bank,Union Discount Co. of London,Foreign bank (1914 wartime),British: discount house,False,False,0.49568159709660964,10
all_crises,Imperial Ottoman Bank,London Hanseatic Bank,Foreign bank (1914 wartime),Foreign bank (1914 wartime),False,True,0.3418817293789138,3
all_crises,Imperial Ottoman Bank,Mercantile Bank of India,Foreign bank (1914 wartime),Colonial / Imperial bank,False,False,0.3113995776646092,4
all_crises,Imperial Ottoman Bank,"Robarts, Lubbock & Co",Foreign bank (1914 wartime),British: private / merchant (native),False,False,0.30151134457776363,2
all_crises,Imperial Ottoman Bank,Yokohama Specie Bank,Foreign bank (1914 wartime),Foreign bank (1914 wartime),False,True,0.40451991747794525,3
all_crises,Imperial Ottoman Bank,König Brothers,Foreign bank (1914 wartime),Emigre: German & Central European,False,False,0.3481553119113957,2
all_crises,Imperial Ottoman Bank,Union Bank of Australia,Foreign bank (1914 wartime),Colonial / Imperial bank,False,False,0.3418817293789138,3
all_crises,International Banking Corporation,King & Foa,Emigre: American,Emigre: Greek & Levantine,True,False,0.34156502553198664,7
all_crises,International Banking Corporation,National Bank of India,Emigre: American,Colonial / Imperial bank,False,False,0.31622776601683794,5
all_crises,International Banking Corporation,"Smith, St Aubyn & Co",Emigre: American,British: discount house,False,False,0.32539568672798425,6
all_crises,International Banking Corporation,Union Discount Co. of London,Emigre: American,British: discount house,False,False,0.3119251469460218,6
all_crises,International Banking Corporation,National Provincial Bank,Emigre: American,British: clearing / joint-stock bank,False,False,0.3227486121839514,5
all_crises,J. C. Im Thurn & Co,Wallace Brothers & Co,Emigre: German & Central European,British: private / merchant (native),False,False,0.3481553119113957,4
all_crises,J. Henry Schröder & Co,Union Bank of Australia,Emigre: German & Central European,Colonial / Imperial bank,False,False,0.36667939881128453,4
all_crises,J. L. Lemme & Co,"Sanderson, Sandeman & Co",Emigre: German & Central European,British: discount house,False,False,0.3779644730092272,4
all_crises,King & Foa,"Reeves, Whitburn & Co",Emigre: Greek & Levantine,British: private / merchant (native),False,False,0.4789207443461594,17
all_crises,King & Foa,"Smith, St Aubyn & Co",Emigre: Greek & Levantine,British: discount house,False,False,0.4763305116224668,18
all_crises,King & Foa,White & Shaxson,Emigre: Greek & Levantine,British: discount house,False,False,0.3105295017040594,9
all_crises,King & Foa,Mercantile Bank of India,Emigre: Greek & Levantine,Colonial / Imperial bank,False,False,0.4382504900892777,11
all_crises,King & Foa,National Bank of India,Emigre: Greek & Levantine,Colonial / Imperial bank,False,False,0.3086066999241838,10
all_crises,King & Foa,Ryder & Co,Emigre: Greek & Levantine,British: discount house,False,False,0.3585685828003181,9
all_crises,King & Foa,London Hanseatic Bank,Emigre: Greek & Levantine,Foreign bank (1914 wartime),False,False,0.34992710611188255,6
all_crises,King & Foa,National Discount Co.,Emigre: Greek & Levantine,British: discount house,False,False,0.39531892982382755,19
all_crises,King & Foa,Union Discount Co. of London,Emigre: Greek & Levantine,British: discount house,False,False,0.48197897496024894,19
all_crises,King & Foa,London County & Westminster Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.5143444998736397,30
all_crises,King & Foa,Parr's Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.49559462778335206,28
all_crises,King & Foa,National Provincial Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.5354496700964052,17
all_crises,King & Foa,Royal Bank of Scotland,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.472455591261534,15
all_crises,King & Foa,Lloyds Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.5069967213040163,23
all_crises,King & Foa,London & Brazilian Bank,Emigre: Greek & Levantine,Colonial / Imperial bank,False,False,0.3086066999241838,6
all_crises,King & Foa,London & River Plate Bank,Emigre: Greek & Levantine,Colonial / Imperial bank,False,False,0.4279604925109129,10
all_crises,King & Foa,London Joint Stock Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.37038926633581065,11
all_crises,King & Foa,National Bank of Scotland,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.3367175148507369,10
all_crises,King & Foa,Union of London & Smiths Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.47734617212907854,32
all_crises,King & Foa,London & South Western Bank,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.3217447260438934,10
all_crises,King & Foa,Standard Bank of South Africa,Emigre: Greek & Levantine,Colonial / Imperial bank,False,False,0.31180478223116176,7
all_crises,King & Foa,Union Bank of Scotland,Emigre: Greek & Levantine,British: clearing / joint-stock bank,False,False,0.3256694736394648,7
all_crises,"Kleinwort, Sons & Co",London County & Westminster Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.4803844614152614,27
all_crises,"Kleinwort, Sons & Co",Parr's Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.38572713814458864,21
all_crises,"Kleinwort, Sons & Co","Smith, St Aubyn & Co",Emigre: German & Central European,British: discount house,False,False,0.30207927000959933,11
all_crises,"Kleinwort, Sons & Co",Union of London & Smiths Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.4334448417793031,28
all_crises,"Kleinwort, Sons & Co",London Joint Stock Bank,Emigre: German & Central European,British: clearing / joint-stock bank,False,False,0.3144854510165755,9
all_crises,Kraeutler & Mieville,"Sanderson, Sandeman & Co",Emigre: German & Central European,British: discount house,False,False,0.36689969285267143,7
all_crises,König Brothers,Yokohama Specie Bank,Emigre: German & Central European,Foreign bank (1914 wartime),False,False,0.5163977794943222,2
all_crises,Lloyds Bank,London & South Western Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.38724105467742453,13
all_crises,Lloyds Bank,London County & Westminster Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.5555555555555556,35
all_crises,Lloyds Bank,London Joint Stock Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.40526179615255725,13
all_crises,Lloyds Bank,National Bank of Scotland,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.40526179615255725,13
all_crises,Lloyds Bank,Parr's Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.6063130109436276,37
all_crises,Lloyds Bank,Union Discount Co. of London,British: clearing / joint-stock bank,British: discount house,False,False,0.35228354422576563,15
all_crises,Lloyds Bank,Union of London & Smiths Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.6490944997878026,47
all_crises,Lloyds Bank,London & Brazilian Bank,British: clearing / joint-stock bank,Colonial / Imperial bank,False,False,0.3333333333333333,7
all_crises,Lloyds Bank,National Provincial Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.46656947481584343,16
all_crises,Lloyds Bank,Royal Bank of Scotland,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.4374088826398532,15
all_crises,London & Brazilian Bank,London & River Plate Bank,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.554700196225229,6
all_crises,London & Brazilian Bank,Mercantile Bank of India,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.43033148291193524,5
all_crises,London & Brazilian Bank,Parr's Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.305887645160749,8
all_crises,London & Brazilian Bank,"Reeves, Whitburn & Co",Colonial / Imperial bank,British: private / merchant (native),False,False,0.42600643361512924,7
all_crises,London & Brazilian Bank,Union Discount Co. of London,Colonial / Imperial bank,British: discount house,False,False,0.3287979746107146,6
all_crises,London & Brazilian Bank,London Joint Stock Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.4364357804719847,6
all_crises,London & Brazilian Bank,Manchester & Liverpool District Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.5,3
all_crises,London & Brazilian Bank,National Provincial Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.408248290463863,6
all_crises,London & Brazilian Bank,Stern Brothers,Colonial / Imperial bank,Emigre: German & Central European,False,False,0.5773502691896257,3
all_crises,London & River Plate Bank,Mercantile Bank of India,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.4296689244236597,6
all_crises,London & River Plate Bank,Parr's Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.38177085778546666,12
all_crises,London & River Plate Bank,"Reeves, Whitburn & Co",Colonial / Imperial bank,British: private / merchant (native),False,False,0.35445877847928337,7
all_crises,London & River Plate Bank,Union Discount Co. of London,Colonial / Imperial bank,British: discount house,False,False,0.3647686020700426,8
all_crises,London & River Plate Bank,Union of London & Smiths Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.3217493521030312,12
all_crises,London & River Plate Bank,London Joint Stock Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.42365927286816174,7
all_crises,London & River Plate Bank,National Bank of Scotland,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.30261376633440124,5
all_crises,London & River Plate Bank,National Provincial Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.3962969619506085,7
all_crises,London & River Plate Bank,Stern Brothers,Colonial / Imperial bank,Emigre: German & Central European,False,False,0.48038446141526137,3
all_crises,London & River Plate Bank,London & South Western Bank,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.46265194557299216,8
all_crises,London & River Plate Bank,Royal Bank of Scotland,Colonial / Imperial bank,British: clearing / joint-stock bank,False,False,0.3396831102433787,6
all_crises,London & River Plate Bank,Standard Bank of South Africa,Colonial / Imperial bank,Colonial / Imperial bank,False,True,0.32025630761017426,4
all_crises,London & South Western Bank,London Joint Stock Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.36401260415463205,8
all_crises,London & South Western Bank,National Bank of Scotland,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.36401260415463205,8
all_crises,London & South Western Bank,Parr's Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.5262013605584338,22
all_crises,London & South Western Bank,"Reeves, Whitburn & Co",British: clearing / joint-stock bank,British: private / merchant (native),False,False,0.4187628431947845,11
all_crises,London & South Western Bank,"Robarts, Lubbock & Co",British: clearing / joint-stock bank,British: private / merchant (native),False,False,0.3127716210856122,3
all_crises,London & South Western Bank,Union Discount Co. of London,British: clearing / joint-stock bank,British: discount house,False,False,0.3427955850955305,10
all_crises,London & South Western Bank,Union of London & Smiths Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.46363053289018546,23
all_crises,London & South Western Bank,National Provincial Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.46819109191731173,11
all_crises,London & South Western Bank,Royal Bank of Scotland,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.34050261230349943,8
all_crises,London & South Western Bank,Standard Bank of South Africa,British: clearing / joint-stock bank,Colonial / Imperial bank,False,False,0.4815434123430768,8
all_crises,London County & Westminster Bank,National Discount Co.,British: clearing / joint-stock bank,British: discount house,False,False,0.37455547914624565,25
all_crises,London County & Westminster Bank,National Bank of India,British: clearing / joint-stock bank,Colonial / Imperial bank,False,False,0.37777777777777777,17
all_crises,London County & Westminster Bank,Parr's Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.7009925201600498,55
all_crises,London County & Westminster Bank,"Reeves, Whitburn & Co",British: clearing / joint-stock bank,British: private / merchant (native),False,False,0.3854343923184502,19
all_crises,London County & Westminster Bank,"Smith, St Aubyn & Co",British: clearing / joint-stock bank,British: discount house,False,False,0.4001633653325206,21
all_crises,London County & Westminster Bank,Union Discount Co. of London,British: clearing / joint-stock bank,British: discount house,False,False,0.4931969619160718,27
all_crises,London County & Westminster Bank,Union of London & Smiths Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.7841307077814827,73
all_crises,London County & Westminster Bank,National Provincial Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.408248290463863,18
all_crises,London County & Westminster Bank,London Joint Stock Bank,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.48492864496887195,20
all_crises,London County & Westminster Bank,National Bank of Scotland,British: clearing / joint-stock bank,British: clearing / joint-stock bank,False,True,0.33945005147821034,14
